sheet_name,indicatorCode,dataset,validAges,validSexes,validKPs,typeOptions
PMTCT_STAT_ART,HTS_TST_PMTCTPostANC1.N.Age/Sex/Result.20T.Negative,MER,20-24,Female,,TA
PMTCT_STAT_ART,HTS_TST_PMTCTPostANC1.N.Age/Sex/Result.20T.Negative,MER,25-29,Female,,DSD
PMTCT_STAT_ART,HTS_TST_PMTCTPostANC1.N.Age/Sex/Result.20T.Negative,MER,25-29,Female,,TA
PMTCT_STAT_ART,HTS_TST_PMTCTPostANC1.N.Age/Sex/Result.20T.Negative,MER,30-34,Female,,DSD
PMTCT_STAT_ART,HTS_TST_PMTCTPostANC1.N.Age/Sex/Result.20T.Negative,MER,30-34,Female,,TA
PMTCT_STAT_ART,HTS_TST_PMTCTPostANC1.N.Age/Sex/Result.20T.Negative,MER,35-39,Female,,DSD
PMTCT_STAT_ART,HTS_TST_PMTCTPostANC1.N.Age/Sex/Result.20T.Negative,MER,35-39,Female,,TA
PMTCT_STAT_ART,HTS_TST_PMTCTPostANC1.N.Age/Sex/Result.20T.Negative,MER,40-44,Female,,DSD
PMTCT_STAT_ART,HTS_TST_PMTCTPostANC1.N.Age/Sex/Result.20T.Negative,MER,40-44,Female,,TA
PMTCT_STAT_ART,HTS_TST_PMTCTPostANC1.N.Age/Sex/Result.20T.Negative,MER,45-49,Female,,DSD
PMTCT_STAT_ART,HTS_TST_PMTCTPostANC1.N.Age/Sex/Result.20T.Negative,MER,45-49,Female,,TA
PMTCT_STAT_ART,HTS_TST_PMTCTPostANC1.N.Age/Sex/Result.20T.Negative,MER,50+,Female,,DSD
PMTCT_STAT_ART,HTS_TST_PMTCTPostANC1.N.Age/Sex/Result.20T.Negative,MER,50+,Female,,TA
PMTCT_EID,PMTCT_EID.N.Age.20T.2mo,MER,,,,DSD
PMTCT_EID,PMTCT_EID.N.Age.20T.2mo,MER,,,,TA
PMTCT_EID,PMTCT_EID.N.Age.20T.2to12mo,MER,,,,DSD
PMTCT_EID,PMTCT_EID.N.Age.20T.2to12mo,MER,,,,TA
TB_STAT_ART,TB_STAT.D.Age/Sex.20T,MER,<01,Female,,DSD
TB_STAT_ART,TB_STAT.D.Age/Sex.20T,MER,<01,Female,,TA
TB_STAT_ART,TB_STAT.D.Age/Sex.20T,MER,01-04,Female,,DSD
TB_STAT_ART,TB_STAT.D.Age/Sex.20T,MER,01-04,Female,,TA
TB_STAT_ART,TB_STAT.D.Age/Sex.20T,MER,05-09,Female,,DSD
TB_STAT_ART,TB_STAT.D.Age/Sex.20T,MER,05-09,Female,,TA
TB_STAT_ART,TB_STAT.D.Age/Sex.20T,MER,10-14,Female,,DSD
TB_STAT_ART,TB_STAT.D.Age/Sex.20T,MER,10-14,Female,,TA
TB_STAT_ART,TB_STAT.D.Age/Sex.20T,MER,15-19,Female,,DSD
TB_STAT_ART,TB_STAT.D.Age/Sex.20T,MER,15-19,Female,,TA
TB_STAT_ART,TB_STAT.D.Age/Sex.20T,MER,20-24,Female,,DSD
TB_STAT_ART,TB_STAT.D.Age/Sex.20T,MER,20-24,Female,,TA
TB_STAT_ART,TB_STAT.D.Age/Sex.20T,MER,25-29,Female,,DSD
TB_STAT_ART,TB_STAT.D.Age/Sex.20T,MER,25-29,Female,,TA
TB_STAT_ART,TB_STAT.D.Age/Sex.20T,MER,30-34,Female,,DSD
TB_STAT_ART,TB_STAT.D.Age/Sex.20T,MER,30-34,Female,,TA
TB_STAT_ART,TB_STAT.D.Age/Sex.20T,MER,35-39,Female,,DSD
TB_STAT_ART,TB_STAT.D.Age/Sex.20T,MER,35-39,Female,,TA
TB_STAT_ART,TB_STAT.D.Age/Sex.20T,MER,40-44,Female,,DSD
TB_STAT_ART,TB_STAT.D.Age/Sex.20T,MER,40-44,Female,,TA
TB_STAT_ART,TB_STAT.D.Age/Sex.20T,MER,45-49,Female,,DSD
TB_STAT_ART,TB_STAT.D.Age/Sex.20T,MER,45-49,Female,,TA
TB_STAT_ART,TB_STAT.D.Age/Sex.20T,MER,50+,Female,,DSD
TB_STAT_ART,TB_STAT.D.Age/Sex.20T,MER,50+,Female,,TA
TB_STAT_ART,TB_STAT.D.Age/Sex.20T,MER,<01,Male,,DSD
TB_STAT_ART,TB_STAT.D.Age/Sex.20T,MER,<01,Male,,TA
TB_STAT_ART,TB_STAT.D.Age/Sex.20T,MER,01-04,Male,,DSD
TB_STAT_ART,TB_STAT.D.Age/Sex.20T,MER,01-04,Male,,TA
TB_STAT_ART,TB_STAT.D.Age/Sex.20T,MER,05-09,Male,,DSD
TB_STAT_ART,TB_STAT.D.Age/Sex.20T,MER,05-09,Male,,TA
TB_STAT_ART,TB_STAT.D.Age/Sex.20T,MER,10-14,Male,,DSD
TB_STAT_ART,TB_STAT.D.Age/Sex.20T,MER,10-14,Male,,TA
TB_STAT_ART,TB_STAT.D.Age/Sex.20T,MER,15-19,Male,,DSD
TB_STAT_ART,TB_STAT.D.Age/Sex.20T,MER,15-19,Male,,TA
TB_STAT_ART,TB_STAT.D.Age/Sex.20T,MER,20-24,Male,,DSD
TB_STAT_ART,TB_STAT.D.Age/Sex.20T,MER,20-24,Male,,TA
TB_STAT_ART,TB_STAT.D.Age/Sex.20T,MER,25-29,Male,,DSD
TB_STAT_ART,TB_STAT.D.Age/Sex.20T,MER,25-29,Male,,TA
TB_STAT_ART,TB_STAT.D.Age/Sex.20T,MER,30-34,Male,,DSD
TB_STAT_ART,TB_STAT.D.Age/Sex.20T,MER,30-34,Male,,TA
TB_STAT_ART,TB_STAT.D.Age/Sex.20T,MER,35-39,Male,,DSD
TB_STAT_ART,TB_STAT.D.Age/Sex.20T,MER,35-39,Male,,TA
TB_STAT_ART,TB_STAT.D.Age/Sex.20T,MER,40-44,Male,,DSD
TB_STAT_ART,TB_STAT.D.Age/Sex.20T,MER,40-44,Male,,TA
TB_STAT_ART,TB_STAT.D.Age/Sex.20T,MER,45-49,Male,,DSD
TB_STAT_ART,TB_STAT.D.Age/Sex.20T,MER,45-49,Male,,TA
TB_STAT_ART,TB_STAT.D.Age/Sex.20T,MER,50+,Male,,DSD
TB_STAT_ART,TB_STAT.D.Age/Sex.20T,MER,50+,Male,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.KnownPos,MER,<01,Female,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.KnownPos,MER,<01,Female,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.KnownPos,MER,01-04,Female,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.KnownPos,MER,01-04,Female,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.KnownPos,MER,05-09,Female,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.KnownPos,MER,05-09,Female,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.KnownPos,MER,10-14,Female,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.KnownPos,MER,10-14,Female,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.KnownPos,MER,15-19,Female,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.KnownPos,MER,15-19,Female,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.KnownPos,MER,20-24,Female,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.KnownPos,MER,20-24,Female,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.KnownPos,MER,25-29,Female,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.KnownPos,MER,25-29,Female,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.KnownPos,MER,30-34,Female,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.KnownPos,MER,30-34,Female,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.KnownPos,MER,35-39,Female,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.KnownPos,MER,35-39,Female,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.KnownPos,MER,40-44,Female,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.KnownPos,MER,40-44,Female,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.KnownPos,MER,45-49,Female,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.KnownPos,MER,45-49,Female,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.KnownPos,MER,50+,Female,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.KnownPos,MER,50+,Female,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.KnownPos,MER,<01,Male,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.KnownPos,MER,<01,Male,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.KnownPos,MER,01-04,Male,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.KnownPos,MER,01-04,Male,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.KnownPos,MER,05-09,Male,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.KnownPos,MER,05-09,Male,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.KnownPos,MER,10-14,Male,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.KnownPos,MER,10-14,Male,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.KnownPos,MER,15-19,Male,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.KnownPos,MER,15-19,Male,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.KnownPos,MER,20-24,Male,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.KnownPos,MER,20-24,Male,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.KnownPos,MER,25-29,Male,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.KnownPos,MER,25-29,Male,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.KnownPos,MER,30-34,Male,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.KnownPos,MER,30-34,Male,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.KnownPos,MER,35-39,Male,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.KnownPos,MER,35-39,Male,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.KnownPos,MER,40-44,Male,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.KnownPos,MER,40-44,Male,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.KnownPos,MER,45-49,Male,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.KnownPos,MER,45-49,Male,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.KnownPos,MER,50+,Male,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.KnownPos,MER,50+,Male,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewPos,MER,<01,Female,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewPos,MER,<01,Female,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewPos,MER,01-04,Female,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewPos,MER,01-04,Female,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewPos,MER,05-09,Female,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewPos,MER,05-09,Female,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewPos,MER,10-14,Female,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewPos,MER,10-14,Female,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewPos,MER,15-19,Female,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewPos,MER,15-19,Female,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewPos,MER,20-24,Female,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewPos,MER,20-24,Female,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewPos,MER,25-29,Female,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewPos,MER,25-29,Female,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewPos,MER,30-34,Female,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewPos,MER,30-34,Female,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewPos,MER,35-39,Female,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewPos,MER,35-39,Female,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewPos,MER,40-44,Female,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewPos,MER,40-44,Female,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewPos,MER,45-49,Female,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewPos,MER,45-49,Female,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewPos,MER,50+,Female,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewPos,MER,50+,Female,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewPos,MER,<01,Male,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewPos,MER,<01,Male,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewPos,MER,01-04,Male,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewPos,MER,01-04,Male,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewPos,MER,05-09,Male,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewPos,MER,05-09,Male,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewPos,MER,10-14,Male,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewPos,MER,10-14,Male,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewPos,MER,15-19,Male,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewPos,MER,15-19,Male,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewPos,MER,20-24,Male,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewPos,MER,20-24,Male,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewPos,MER,25-29,Male,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewPos,MER,25-29,Male,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewPos,MER,30-34,Male,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewPos,MER,30-34,Male,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewPos,MER,35-39,Male,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewPos,MER,35-39,Male,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewPos,MER,40-44,Male,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewPos,MER,40-44,Male,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewPos,MER,45-49,Male,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewPos,MER,45-49,Male,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewPos,MER,50+,Male,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewPos,MER,50+,Male,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewNeg,MER,<01,Female,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewNeg,MER,<01,Female,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewNeg,MER,01-04,Female,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewNeg,MER,01-04,Female,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewNeg,MER,05-09,Female,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewNeg,MER,05-09,Female,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewNeg,MER,10-14,Female,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewNeg,MER,10-14,Female,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewNeg,MER,15-19,Female,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewNeg,MER,15-19,Female,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewNeg,MER,20-24,Female,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewNeg,MER,20-24,Female,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewNeg,MER,25-29,Female,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewNeg,MER,25-29,Female,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewNeg,MER,30-34,Female,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewNeg,MER,30-34,Female,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewNeg,MER,35-39,Female,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewNeg,MER,35-39,Female,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewNeg,MER,40-44,Female,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewNeg,MER,40-44,Female,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewNeg,MER,45-49,Female,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewNeg,MER,45-49,Female,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewNeg,MER,50+,Female,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewNeg,MER,50+,Female,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewNeg,MER,<01,Male,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewNeg,MER,<01,Male,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewNeg,MER,01-04,Male,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewNeg,MER,01-04,Male,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewNeg,MER,05-09,Male,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewNeg,MER,05-09,Male,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewNeg,MER,10-14,Male,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewNeg,MER,10-14,Male,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewNeg,MER,15-19,Male,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewNeg,MER,15-19,Male,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewNeg,MER,20-24,Male,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewNeg,MER,20-24,Male,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewNeg,MER,25-29,Male,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewNeg,MER,25-29,Male,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewNeg,MER,30-34,Male,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewNeg,MER,30-34,Male,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewNeg,MER,35-39,Male,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewNeg,MER,35-39,Male,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewNeg,MER,40-44,Male,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewNeg,MER,40-44,Male,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewNeg,MER,45-49,Male,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewNeg,MER,45-49,Male,,TA
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewNeg,MER,50+,Male,,DSD
TB_STAT_ART,TB_STAT.N.Age/Sex/KnownNewPosNeg.20T.NewNeg,MER,50+,Male,,TA
TB_STAT_ART,TB_ART.N.Age/Sex/NewExistingART/HIVStatus.20T.Already,MER,<01,Female,,DSD
TB_STAT_ART,TB_ART.N.Age/Sex/NewExistingART/HIVStatus.20T.Already,MER,<01,Female,,TA
TB_STAT_ART,TB_ART.N.Age/Sex/NewExistingART/HIVStatus.20T.Already,MER,01-04,Female,,DSD
TB_STAT_ART,TB_ART.N.Age/Sex/NewExistingART/HIVStatus.20T.Already,MER,01-04,Female,,TA
TB_STAT_ART,TB_ART.N.Age/Sex/NewExistingART/HIVStatus.20T.Already,MER,05-09,Female,,DSD
TB_STAT_ART,TB_ART.N.Age/Sex/NewExistingART/HIVStatus.20T.Already,MER,05-09,Female,,TA
TB_STAT_ART,TB_ART.N.Age/Sex/NewExistingART/HIVStatus.20T.Already,MER,10-14,Female,,DSD
TB_STAT_ART,TB_ART.N.Age/Sex/NewExistingART/HIVStatus.20T.Already,MER,10-14,Female,,TA
TB_STAT_ART,TB_ART.N.Age/Sex/NewExistingART/HIVStatus.20T.Already,MER,15-19,Female,,DSD
TB_STAT_ART,TB_ART.N.Age/Sex/NewExistingART/HIVStatus.20T.Already,MER,15-19,Female,,TA
TB_STAT_ART,TB_ART.N.Age/Sex/NewExistingART/HIVStatus.20T.Already,MER,20-24,Female,,DSD
TB_STAT_ART,TB_ART.N.Age/Sex/NewExistingART/HIVStatus.20T.Already,MER,20-24,Female,,TA
TB_STAT_ART,TB_ART.N.Age/Sex/NewExistingART/HIVStatus.20T.Already,MER,25-29,Female,,DSD
TB_STAT_ART,TB_ART.N.Age/Sex/NewExistingART/HIVStatus.20T.Already,MER,25-29,Female,,TA
TB_STAT_ART,TB_ART.N.Age/Sex/NewExistingART/HIVStatus.20T.Already,MER,30-34,Female,,DSD
TB_STAT_ART,TB_ART.N.Age/Sex/NewExistingART/HIVStatus.20T.Already,MER,30-34,Female,,TA
TB_STAT_ART,TB_ART.N.Age/Sex/NewExistingART/HIVStatus.20T.Already,MER,35-39,Female,,DSD
TB_STAT_ART,TB_ART.N.Age/Sex/NewExistingART/HIVStatus.20T.Already,MER,35-39,Female,,TA
TB_STAT_ART,TB_ART.N.Age/Sex/NewExistingART/HIVStatus.20T.Already,MER,40-44,Female,,DSD
TB_STAT_ART,TB_ART.N.Age/Sex/NewExistingART/HIVStatus.20T.Already,MER,40-44,Female,,TA
TB_STAT_ART,TB_ART.N.Age/Sex/NewExistingART/HIVStatus.20T.Already,MER,45-49,Female,,DSD
TB_STAT_ART,TB_ART.N.Age/Sex/NewExistingART/HIVStatus.20T.Already,MER,45-49,Female,,TA
TB_STAT_ART,TB_ART.N.Age/Sex/NewExistingART/HIVStatus.20T.Already,MER,50+,Female,,DSD
TB_STAT_ART,TB_ART.N.Age/Sex/NewExistingART/HIVStatus.20T.Already,MER,50+,Female,,TA
TB_STAT_ART,TB_ART.N.Age/Sex/NewExistingART/HIVStatus.20T.Already,MER,<01,Male,,DSD
TB_STAT_ART,TB_ART.N.Age/Sex/NewExistingART/HIVStatus.20T.Already,MER,<01,Male,,TA
TB_STAT_ART,TB_ART.N.Age/Sex/NewExistingART/HIVStatus.20T.Already,MER,01-04,Male,,DSD
TB_STAT_ART,TB_ART.N.Age/Sex/NewExistingART/HIVStatus.20T.Already,MER,01-04,Male,,TA
TB_STAT_ART,TB_ART.N.Age/Sex/NewExistingART/HIVStatus.20T.Already,MER,05-09,Male,,DSD
TB_STAT_ART,TB_ART.N.Age/Sex/NewExistingART/HIVStatus.20T.Already,MER,05-09,Male,,TA
TB_STAT_ART,TB_ART.N.Age/Sex/NewExistingART/HIVStatus.20T.Already,MER,10-14,Male,,DSD
TB_STAT_ART,TB_ART.N.Age/Sex/NewExistingART/HIVStatus.20T.Already,MER,10-14,Male,,TA
TB_STAT_ART,TB_ART.N.Age/Sex/NewExistingART/HIVStatus.20T.Already,MER,15-19,Male,,DSD
TB_STAT_ART,TB_ART.N.Age/Sex/NewExistingART/HIVStatus.20T.Already,MER,15-19,Male,,TA
TB_STAT_ART,TB_ART.N.Age/Sex/NewExistingART/HIVStatus.20T.Already,MER,20-24,Male,,DSD
TB_STAT_ART,TB_ART.N.Age/Sex/NewExistingART/HIVStatus.20T.Already,MER,20-24,Male,,TA
TB_STAT_ART,TB_ART.N.Age/Sex/NewExistingART/HIVStatus.20T.Already,MER,25-29,Male,,DSD
