sheet_name,indicatorCode,typeOptions,dataelementuid,dataset,validAges,validSexes,validKPs,categoryoptioncombouid
HTS,HTS_TST_EmergencyWard.N.Age/Sex/Result.20T.Negative,DSD,Ea3rt2Nb0QG,MER,25-29,Male,,c4FaWCHZi2O
HTS,HTS_TST_EmergencyWard.N.Age/Sex/Result.20T.Negative,DSD,Ea3rt2Nb0QG,MER,30-34,Female,,ydvrOz9X2My
HTS,HTS_TST_EmergencyWard.N.Age/Sex/Result.20T.Negative,DSD,Ea3rt2Nb0QG,MER,30-34,Male,,ldWyKRgvIyU
HTS,HTS_TST_EmergencyWard.N.Age/Sex/Result.20T.Negative,DSD,Ea3rt2Nb0QG,MER,35-39,Female,,NHtO8EwLQ9l
HTS,HTS_TST_EmergencyWard.N.Age/Sex/Result.20T.Negative,DSD,Ea3rt2Nb0QG,MER,35-39,Male,,UQaQKObbrwj
HTS,HTS_TST_EmergencyWard.N.Age/Sex/Result.20T.Negative,DSD,Ea3rt2Nb0QG,MER,40-44,Female,,NFKXwU6Oeta
HTS,HTS_TST_EmergencyWard.N.Age/Sex/Result.20T.Negative,DSD,Ea3rt2Nb0QG,MER,40-44,Male,,pe07Wvr90Zc
HTS,HTS_TST_EmergencyWard.N.Age/Sex/Result.20T.Negative,DSD,Ea3rt2Nb0QG,MER,45-49,Female,,Z0jVIrTmC1P
HTS,HTS_TST_EmergencyWard.N.Age/Sex/Result.20T.Negative,DSD,Ea3rt2Nb0QG,MER,45-49,Male,,VZNJvQNlECI
HTS,HTS_TST_EmergencyWard.N.Age/Sex/Result.20T.Negative,DSD,Ea3rt2Nb0QG,MER,50+,Female,,f95YntMQY6i
HTS,HTS_TST_EmergencyWard.N.Age/Sex/Result.20T.Negative,DSD,Ea3rt2Nb0QG,MER,50+,Male,,X1ckVzLvwRB
HTS,HTS_TST_EmergencyWard.N.Age/Sex/Result.20T.Positive,DSD,Ea3rt2Nb0QG,MER,01-04,Female,,rZH5lIUD4nH
HTS,HTS_TST_EmergencyWard.N.Age/Sex/Result.20T.Positive,DSD,Ea3rt2Nb0QG,MER,01-04,Male,,RnaDS67VAvQ
HTS,HTS_TST_EmergencyWard.N.Age/Sex/Result.20T.Positive,DSD,Ea3rt2Nb0QG,MER,05-09,Female,,OdBhPUGWQ5m
HTS,HTS_TST_EmergencyWard.N.Age/Sex/Result.20T.Positive,DSD,Ea3rt2Nb0QG,MER,05-09,Male,,T6zWRBnlJhR
HTS,HTS_TST_EmergencyWard.N.Age/Sex/Result.20T.Positive,DSD,Ea3rt2Nb0QG,MER,10-14,Female,,QdKC55saRRw
HTS,HTS_TST_EmergencyWard.N.Age/Sex/Result.20T.Positive,DSD,Ea3rt2Nb0QG,MER,10-14,Male,,irSyYG6qqBZ
HTS,HTS_TST_EmergencyWard.N.Age/Sex/Result.20T.Positive,DSD,Ea3rt2Nb0QG,MER,15-19,Female,,KAyyHkzmuL1
HTS,HTS_TST_EmergencyWard.N.Age/Sex/Result.20T.Positive,DSD,Ea3rt2Nb0QG,MER,15-19,Male,,fhtynTWtvqv
HTS,HTS_TST_EmergencyWard.N.Age/Sex/Result.20T.Positive,DSD,Ea3rt2Nb0QG,MER,20-24,Female,,HYtbCWnAdG9
HTS,HTS_TST_EmergencyWard.N.Age/Sex/Result.20T.Positive,DSD,Ea3rt2Nb0QG,MER,20-24,Male,,eSoHGswqAsd
HTS,HTS_TST_EmergencyWard.N.Age/Sex/Result.20T.Positive,DSD,Ea3rt2Nb0QG,MER,25-29,Female,,BoN2WhPnYl1
HTS,HTS_TST_EmergencyWard.N.Age/Sex/Result.20T.Positive,DSD,Ea3rt2Nb0QG,MER,25-29,Male,,FmEMWg0TP1j
HTS,HTS_TST_EmergencyWard.N.Age/Sex/Result.20T.Positive,DSD,Ea3rt2Nb0QG,MER,30-34,Female,,zrFplyGIhtL
HTS,HTS_TST_EmergencyWard.N.Age/Sex/Result.20T.Positive,DSD,Ea3rt2Nb0QG,MER,30-34,Male,,tDVcPbjxTPK
HTS,HTS_TST_EmergencyWard.N.Age/Sex/Result.20T.Positive,DSD,Ea3rt2Nb0QG,MER,35-39,Female,,z6KOjZfpQcx
HTS,HTS_TST_EmergencyWard.N.Age/Sex/Result.20T.Positive,DSD,Ea3rt2Nb0QG,MER,35-39,Male,,NlZJe4oDEFK
HTS,HTS_TST_EmergencyWard.N.Age/Sex/Result.20T.Positive,DSD,Ea3rt2Nb0QG,MER,40-44,Female,,Q27GSYLDkGk
HTS,HTS_TST_EmergencyWard.N.Age/Sex/Result.20T.Positive,DSD,Ea3rt2Nb0QG,MER,40-44,Male,,KY39qXVMOj1
HTS,HTS_TST_EmergencyWard.N.Age/Sex/Result.20T.Positive,DSD,Ea3rt2Nb0QG,MER,45-49,Female,,MMyMkF05moq
HTS,HTS_TST_EmergencyWard.N.Age/Sex/Result.20T.Positive,DSD,Ea3rt2Nb0QG,MER,45-49,Male,,NGYepD2stMO
HTS,HTS_TST_EmergencyWard.N.Age/Sex/Result.20T.Positive,DSD,Ea3rt2Nb0QG,MER,50+,Female,,yPnEtFpqtt5
HTS,HTS_TST_EmergencyWard.N.Age/Sex/Result.20T.Positive,DSD,Ea3rt2Nb0QG,MER,50+,Male,,Z2jmPAIHrel
HTS,HTS_TST_Inpat.N.Age/Sex/Result.20T.Negative,DSD,ydi7w5XUSNn,MER,01-04,Female,,prSfkXlKE2r
HTS,HTS_TST_Inpat.N.Age/Sex/Result.20T.Negative,DSD,ydi7w5XUSNn,MER,01-04,Male,,yDfHPRaDxwe
HTS,HTS_TST_Inpat.N.Age/Sex/Result.20T.Negative,DSD,ydi7w5XUSNn,MER,05-09,Female,,PFWJho4V0Bq
HTS,HTS_TST_Inpat.N.Age/Sex/Result.20T.Negative,DSD,ydi7w5XUSNn,MER,05-09,Male,,X8pGUJitiVE
HTS,HTS_TST_Inpat.N.Age/Sex/Result.20T.Negative,DSD,ydi7w5XUSNn,MER,10-14,Female,,frIsAnU6KOZ
HTS,HTS_TST_Inpat.N.Age/Sex/Result.20T.Negative,DSD,ydi7w5XUSNn,MER,10-14,Male,,RnKGfzcpePu
HTS,HTS_TST_Inpat.N.Age/Sex/Result.20T.Negative,DSD,ydi7w5XUSNn,MER,15-19,Female,,ltwvGENFQ0F
HTS,HTS_TST_Inpat.N.Age/Sex/Result.20T.Negative,DSD,ydi7w5XUSNn,MER,15-19,Male,,QZCuRi4MOLN
HTS,HTS_TST_Inpat.N.Age/Sex/Result.20T.Negative,DSD,ydi7w5XUSNn,MER,20-24,Female,,hyVPPHNEwLB
HTS,HTS_TST_Inpat.N.Age/Sex/Result.20T.Negative,DSD,ydi7w5XUSNn,MER,20-24,Male,,az6WUd9cNW8
HTS,HTS_TST_Inpat.N.Age/Sex/Result.20T.Negative,DSD,ydi7w5XUSNn,MER,25-29,Female,,TU97qv4vJ5O
HTS,HTS_TST_Inpat.N.Age/Sex/Result.20T.Negative,DSD,ydi7w5XUSNn,MER,25-29,Male,,c4FaWCHZi2O
HTS,HTS_TST_Inpat.N.Age/Sex/Result.20T.Negative,DSD,ydi7w5XUSNn,MER,30-34,Female,,ydvrOz9X2My
HTS,HTS_TST_Inpat.N.Age/Sex/Result.20T.Negative,DSD,ydi7w5XUSNn,MER,30-34,Male,,ldWyKRgvIyU
HTS,HTS_TST_Inpat.N.Age/Sex/Result.20T.Negative,DSD,ydi7w5XUSNn,MER,35-39,Female,,NHtO8EwLQ9l
HTS,HTS_TST_Inpat.N.Age/Sex/Result.20T.Negative,DSD,ydi7w5XUSNn,MER,35-39,Male,,UQaQKObbrwj
HTS,HTS_TST_Inpat.N.Age/Sex/Result.20T.Negative,DSD,ydi7w5XUSNn,MER,40-44,Female,,NFKXwU6Oeta
HTS,HTS_TST_Inpat.N.Age/Sex/Result.20T.Negative,DSD,ydi7w5XUSNn,MER,40-44,Male,,pe07Wvr90Zc
HTS,HTS_TST_Inpat.N.Age/Sex/Result.20T.Negative,DSD,ydi7w5XUSNn,MER,45-49,Female,,Z0jVIrTmC1P
HTS,HTS_TST_Inpat.N.Age/Sex/Result.20T.Negative,DSD,ydi7w5XUSNn,MER,45-49,Male,,VZNJvQNlECI
HTS,HTS_TST_Inpat.N.Age/Sex/Result.20T.Negative,DSD,ydi7w5XUSNn,MER,50+,Female,,f95YntMQY6i
HTS,HTS_TST_Inpat.N.Age/Sex/Result.20T.Negative,DSD,ydi7w5XUSNn,MER,50+,Male,,X1ckVzLvwRB
HTS,HTS_TST_Inpat.N.Age/Sex/Result.20T.Positive,DSD,ydi7w5XUSNn,MER,01-04,Female,,rZH5lIUD4nH
HTS,HTS_TST_Inpat.N.Age/Sex/Result.20T.Positive,DSD,ydi7w5XUSNn,MER,01-04,Male,,RnaDS67VAvQ
HTS,HTS_TST_Inpat.N.Age/Sex/Result.20T.Positive,DSD,ydi7w5XUSNn,MER,05-09,Female,,OdBhPUGWQ5m
HTS,HTS_TST_Inpat.N.Age/Sex/Result.20T.Positive,DSD,ydi7w5XUSNn,MER,05-09,Male,,T6zWRBnlJhR
HTS,HTS_TST_Inpat.N.Age/Sex/Result.20T.Positive,DSD,ydi7w5XUSNn,MER,10-14,Female,,QdKC55saRRw
HTS,HTS_TST_Inpat.N.Age/Sex/Result.20T.Positive,DSD,ydi7w5XUSNn,MER,10-14,Male,,irSyYG6qqBZ
HTS,HTS_TST_Inpat.N.Age/Sex/Result.20T.Positive,DSD,ydi7w5XUSNn,MER,15-19,Female,,KAyyHkzmuL1
HTS,HTS_TST_Inpat.N.Age/Sex/Result.20T.Positive,DSD,ydi7w5XUSNn,MER,15-19,Male,,fhtynTWtvqv
HTS,HTS_TST_Inpat.N.Age/Sex/Result.20T.Positive,DSD,ydi7w5XUSNn,MER,20-24,Female,,HYtbCWnAdG9
HTS,HTS_TST_Inpat.N.Age/Sex/Result.20T.Positive,DSD,ydi7w5XUSNn,MER,20-24,Male,,eSoHGswqAsd
HTS,HTS_TST_Inpat.N.Age/Sex/Result.20T.Positive,DSD,ydi7w5XUSNn,MER,25-29,Female,,BoN2WhPnYl1
HTS,HTS_TST_Inpat.N.Age/Sex/Result.20T.Positive,DSD,ydi7w5XUSNn,MER,25-29,Male,,FmEMWg0TP1j
HTS,HTS_TST_Inpat.N.Age/Sex/Result.20T.Positive,DSD,ydi7w5XUSNn,MER,30-34,Female,,zrFplyGIhtL
HTS,HTS_TST_Inpat.N.Age/Sex/Result.20T.Positive,DSD,ydi7w5XUSNn,MER,30-34,Male,,tDVcPbjxTPK
HTS,HTS_TST_Inpat.N.Age/Sex/Result.20T.Positive,DSD,ydi7w5XUSNn,MER,35-39,Female,,z6KOjZfpQcx
HTS,HTS_TST_Inpat.N.Age/Sex/Result.20T.Positive,DSD,ydi7w5XUSNn,MER,35-39,Male,,NlZJe4oDEFK
HTS,HTS_TST_Inpat.N.Age/Sex/Result.20T.Positive,DSD,ydi7w5XUSNn,MER,40-44,Female,,Q27GSYLDkGk
HTS,HTS_TST_Inpat.N.Age/Sex/Result.20T.Positive,DSD,ydi7w5XUSNn,MER,40-44,Male,,KY39qXVMOj1
HTS,HTS_TST_Inpat.N.Age/Sex/Result.20T.Positive,DSD,ydi7w5XUSNn,MER,45-49,Female,,MMyMkF05moq
HTS,HTS_TST_Inpat.N.Age/Sex/Result.20T.Positive,DSD,ydi7w5XUSNn,MER,45-49,Male,,NGYepD2stMO
HTS,HTS_TST_Inpat.N.Age/Sex/Result.20T.Positive,DSD,ydi7w5XUSNn,MER,50+,Female,,yPnEtFpqtt5
HTS,HTS_TST_Inpat.N.Age/Sex/Result.20T.Positive,DSD,ydi7w5XUSNn,MER,50+,Male,,Z2jmPAIHrel
HTS,HTS_TST_Malnutrition.N.Age/Sex/Result.20T.Negative,DSD,YQmTFDhOXza,MER,01-04,Female,,D9dXFmijBGl
HTS,HTS_TST_Malnutrition.N.Age/Sex/Result.20T.Negative,DSD,YQmTFDhOXza,MER,01-04,Male,,OcnRuPmsFUq
HTS,HTS_TST_Malnutrition.N.Age/Sex/Result.20T.Positive,DSD,YQmTFDhOXza,MER,01-04,Female,,WW9zQXPweSr
HTS,HTS_TST_Malnutrition.N.Age/Sex/Result.20T.Positive,DSD,YQmTFDhOXza,MER,01-04,Male,,oYSW4DGffvA
HTS,HTS_TST_MobileMod.N.Age/Sex/Result.20T.Negative,DSD,SpiiKPXh98N,MER,01-04,Female,,prSfkXlKE2r
HTS,HTS_TST_MobileMod.N.Age/Sex/Result.20T.Negative,DSD,SpiiKPXh98N,MER,01-04,Male,,yDfHPRaDxwe
HTS,HTS_TST_MobileMod.N.Age/Sex/Result.20T.Negative,DSD,SpiiKPXh98N,MER,05-09,Female,,PFWJho4V0Bq
HTS,HTS_TST_MobileMod.N.Age/Sex/Result.20T.Negative,DSD,SpiiKPXh98N,MER,05-09,Male,,X8pGUJitiVE
HTS,HTS_TST_MobileMod.N.Age/Sex/Result.20T.Negative,DSD,SpiiKPXh98N,MER,10-14,Female,,frIsAnU6KOZ
HTS,HTS_TST_MobileMod.N.Age/Sex/Result.20T.Negative,DSD,SpiiKPXh98N,MER,10-14,Male,,RnKGfzcpePu
HTS,HTS_TST_MobileMod.N.Age/Sex/Result.20T.Negative,DSD,SpiiKPXh98N,MER,15-19,Female,,ltwvGENFQ0F
HTS,HTS_TST_MobileMod.N.Age/Sex/Result.20T.Negative,DSD,SpiiKPXh98N,MER,15-19,Male,,QZCuRi4MOLN
HTS,HTS_TST_MobileMod.N.Age/Sex/Result.20T.Negative,DSD,SpiiKPXh98N,MER,20-24,Female,,hyVPPHNEwLB
HTS,HTS_TST_MobileMod.N.Age/Sex/Result.20T.Negative,DSD,SpiiKPXh98N,MER,20-24,Male,,az6WUd9cNW8
HTS,HTS_TST_MobileMod.N.Age/Sex/Result.20T.Negative,DSD,SpiiKPXh98N,MER,25-29,Female,,TU97qv4vJ5O
HTS,HTS_TST_MobileMod.N.Age/Sex/Result.20T.Negative,DSD,SpiiKPXh98N,MER,25-29,Male,,c4FaWCHZi2O
HTS,HTS_TST_MobileMod.N.Age/Sex/Result.20T.Negative,DSD,SpiiKPXh98N,MER,30-34,Female,,ydvrOz9X2My
HTS,HTS_TST_MobileMod.N.Age/Sex/Result.20T.Negative,DSD,SpiiKPXh98N,MER,30-34,Male,,ldWyKRgvIyU
HTS,HTS_TST_MobileMod.N.Age/Sex/Result.20T.Negative,DSD,SpiiKPXh98N,MER,35-39,Female,,NHtO8EwLQ9l
HTS,HTS_TST_MobileMod.N.Age/Sex/Result.20T.Negative,DSD,SpiiKPXh98N,MER,35-39,Male,,UQaQKObbrwj
HTS,HTS_TST_MobileMod.N.Age/Sex/Result.20T.Negative,DSD,SpiiKPXh98N,MER,40-44,Female,,NFKXwU6Oeta
HTS,HTS_TST_MobileMod.N.Age/Sex/Result.20T.Negative,DSD,SpiiKPXh98N,MER,40-44,Male,,pe07Wvr90Zc
HTS,HTS_TST_MobileMod.N.Age/Sex/Result.20T.Negative,DSD,SpiiKPXh98N,MER,45-49,Female,,Z0jVIrTmC1P
HTS,HTS_TST_MobileMod.N.Age/Sex/Result.20T.Negative,DSD,SpiiKPXh98N,MER,45-49,Male,,VZNJvQNlECI
HTS,HTS_TST_MobileMod.N.Age/Sex/Result.20T.Negative,DSD,SpiiKPXh98N,MER,50+,Female,,f95YntMQY6i
HTS,HTS_TST_MobileMod.N.Age/Sex/Result.20T.Negative,DSD,SpiiKPXh98N,MER,50+,Male,,X1ckVzLvwRB
HTS,HTS_TST_MobileMod.N.Age/Sex/Result.20T.Positive,DSD,SpiiKPXh98N,MER,01-04,Female,,rZH5lIUD4nH
HTS,HTS_TST_MobileMod.N.Age/Sex/Result.20T.Positive,DSD,SpiiKPXh98N,MER,01-04,Male,,RnaDS67VAvQ
HTS,HTS_TST_MobileMod.N.Age/Sex/Result.20T.Positive,DSD,SpiiKPXh98N,MER,05-09,Female,,OdBhPUGWQ5m
HTS,HTS_TST_MobileMod.N.Age/Sex/Result.20T.Positive,DSD,SpiiKPXh98N,MER,05-09,Male,,T6zWRBnlJhR
HTS,HTS_TST_MobileMod.N.Age/Sex/Result.20T.Positive,DSD,SpiiKPXh98N,MER,10-14,Female,,QdKC55saRRw
HTS,HTS_TST_MobileMod.N.Age/Sex/Result.20T.Positive,DSD,SpiiKPXh98N,MER,10-14,Male,,irSyYG6qqBZ
HTS,HTS_TST_MobileMod.N.Age/Sex/Result.20T.Positive,DSD,SpiiKPXh98N,MER,15-19,Female,,KAyyHkzmuL1
HTS,HTS_TST_MobileMod.N.Age/Sex/Result.20T.Positive,DSD,SpiiKPXh98N,MER,15-19,Male,,fhtynTWtvqv
HTS,HTS_TST_MobileMod.N.Age/Sex/Result.20T.Positive,DSD,SpiiKPXh98N,MER,20-24,Female,,HYtbCWnAdG9
HTS,HTS_TST_MobileMod.N.Age/Sex/Result.20T.Positive,DSD,SpiiKPXh98N,MER,20-24,Male,,eSoHGswqAsd
HTS,HTS_TST_MobileMod.N.Age/Sex/Result.20T.Positive,DSD,SpiiKPXh98N,MER,25-29,Female,,BoN2WhPnYl1
HTS,HTS_TST_MobileMod.N.Age/Sex/Result.20T.Positive,DSD,SpiiKPXh98N,MER,25-29,Male,,FmEMWg0TP1j
HTS,HTS_TST_MobileMod.N.Age/Sex/Result.20T.Positive,DSD,SpiiKPXh98N,MER,30-34,Female,,zrFplyGIhtL
HTS,HTS_TST_MobileMod.N.Age/Sex/Result.20T.Positive,DSD,SpiiKPXh98N,MER,30-34,Male,,tDVcPbjxTPK
HTS,HTS_TST_MobileMod.N.Age/Sex/Result.20T.Positive,DSD,SpiiKPXh98N,MER,35-39,Female,,z6KOjZfpQcx
HTS,HTS_TST_MobileMod.N.Age/Sex/Result.20T.Positive,DSD,SpiiKPXh98N,MER,35-39,Male,,NlZJe4oDEFK
HTS,HTS_TST_MobileMod.N.Age/Sex/Result.20T.Positive,DSD,SpiiKPXh98N,MER,40-44,Female,,Q27GSYLDkGk
HTS,HTS_TST_MobileMod.N.Age/Sex/Result.20T.Positive,DSD,SpiiKPXh98N,MER,40-44,Male,,KY39qXVMOj1
HTS,HTS_TST_MobileMod.N.Age/Sex/Result.20T.Positive,DSD,SpiiKPXh98N,MER,45-49,Female,,MMyMkF05moq
HTS,HTS_TST_MobileMod.N.Age/Sex/Result.20T.Positive,DSD,SpiiKPXh98N,MER,45-49,Male,,NGYepD2stMO
HTS,HTS_TST_MobileMod.N.Age/Sex/Result.20T.Positive,DSD,SpiiKPXh98N,MER,50+,Female,,yPnEtFpqtt5
HTS,HTS_TST_MobileMod.N.Age/Sex/Result.20T.Positive,DSD,SpiiKPXh98N,MER,50+,Male,,Z2jmPAIHrel
HTS,HTS_TST_OtherMod.N.Age/Sex/Result.20T.Negative,DSD,TCNNxKm4KZb,MER,01-04,Female,,prSfkXlKE2r
HTS,HTS_TST_OtherMod.N.Age/Sex/Result.20T.Negative,DSD,TCNNxKm4KZb,MER,01-04,Male,,yDfHPRaDxwe
HTS,HTS_TST_OtherMod.N.Age/Sex/Result.20T.Negative,DSD,TCNNxKm4KZb,MER,05-09,Female,,PFWJho4V0Bq
HTS,HTS_TST_OtherMod.N.Age/Sex/Result.20T.Negative,DSD,TCNNxKm4KZb,MER,05-09,Male,,X8pGUJitiVE
HTS,HTS_TST_OtherMod.N.Age/Sex/Result.20T.Negative,DSD,TCNNxKm4KZb,MER,10-14,Female,,frIsAnU6KOZ
HTS,HTS_TST_OtherMod.N.Age/Sex/Result.20T.Negative,DSD,TCNNxKm4KZb,MER,10-14,Male,,RnKGfzcpePu
HTS,HTS_TST_OtherMod.N.Age/Sex/Result.20T.Negative,DSD,TCNNxKm4KZb,MER,15-19,Female,,ltwvGENFQ0F
HTS,HTS_TST_OtherMod.N.Age/Sex/Result.20T.Negative,DSD,TCNNxKm4KZb,MER,15-19,Male,,QZCuRi4MOLN
HTS,HTS_TST_OtherMod.N.Age/Sex/Result.20T.Negative,DSD,TCNNxKm4KZb,MER,20-24,Female,,hyVPPHNEwLB
HTS,HTS_TST_OtherMod.N.Age/Sex/Result.20T.Negative,DSD,TCNNxKm4KZb,MER,20-24,Male,,az6WUd9cNW8
HTS,HTS_TST_OtherMod.N.Age/Sex/Result.20T.Negative,DSD,TCNNxKm4KZb,MER,25-29,Female,,TU97qv4vJ5O
HTS,HTS_TST_OtherMod.N.Age/Sex/Result.20T.Negative,DSD,TCNNxKm4KZb,MER,25-29,Male,,c4FaWCHZi2O
HTS,HTS_TST_OtherMod.N.Age/Sex/Result.20T.Negative,DSD,TCNNxKm4KZb,MER,30-34,Female,,ydvrOz9X2My
HTS,HTS_TST_OtherMod.N.Age/Sex/Result.20T.Negative,DSD,TCNNxKm4KZb,MER,30-34,Male,,ldWyKRgvIyU
HTS,HTS_TST_OtherMod.N.Age/Sex/Result.20T.Negative,DSD,TCNNxKm4KZb,MER,35-39,Female,,NHtO8EwLQ9l
HTS,HTS_TST_OtherMod.N.Age/Sex/Result.20T.Negative,DSD,TCNNxKm4KZb,MER,35-39,Male,,UQaQKObbrwj
HTS,HTS_TST_OtherMod.N.Age/Sex/Result.20T.Negative,DSD,TCNNxKm4KZb,MER,40-44,Female,,NFKXwU6Oeta
HTS,HTS_TST_OtherMod.N.Age/Sex/Result.20T.Negative,DSD,TCNNxKm4KZb,MER,40-44,Male,,pe07Wvr90Zc
HTS,HTS_TST_OtherMod.N.Age/Sex/Result.20T.Negative,DSD,TCNNxKm4KZb,MER,45-49,Female,,Z0jVIrTmC1P
HTS,HTS_TST_OtherMod.N.Age/Sex/Result.20T.Negative,DSD,TCNNxKm4KZb,MER,45-49,Male,,VZNJvQNlECI
HTS,HTS_TST_OtherMod.N.Age/Sex/Result.20T.Negative,DSD,TCNNxKm4KZb,MER,50+,Female,,f95YntMQY6i
HTS,HTS_TST_OtherMod.N.Age/Sex/Result.20T.Negative,DSD,TCNNxKm4KZb,MER,50+,Male,,X1ckVzLvwRB
HTS,HTS_TST_OtherMod.N.Age/Sex/Result.20T.Positive,DSD,TCNNxKm4KZb,MER,01-04,Female,,rZH5lIUD4nH
HTS,HTS_TST_OtherMod.N.Age/Sex/Result.20T.Positive,DSD,TCNNxKm4KZb,MER,01-04,Male,,RnaDS67VAvQ
HTS,HTS_TST_OtherMod.N.Age/Sex/Result.20T.Positive,DSD,TCNNxKm4KZb,MER,05-09,Female,,OdBhPUGWQ5m
HTS,HTS_TST_OtherMod.N.Age/Sex/Result.20T.Positive,DSD,TCNNxKm4KZb,MER,05-09,Male,,T6zWRBnlJhR
HTS,HTS_TST_OtherMod.N.Age/Sex/Result.20T.Positive,DSD,TCNNxKm4KZb,MER,10-14,Female,,QdKC55saRRw
HTS,HTS_TST_OtherMod.N.Age/Sex/Result.20T.Positive,DSD,TCNNxKm4KZb,MER,10-14,Male,,irSyYG6qqBZ
HTS,HTS_TST_OtherMod.N.Age/Sex/Result.20T.Positive,DSD,TCNNxKm4KZb,MER,15-19,Female,,KAyyHkzmuL1
HTS,HTS_TST_OtherMod.N.Age/Sex/Result.20T.Positive,DSD,TCNNxKm4KZb,MER,15-19,Male,,fhtynTWtvqv
HTS,HTS_TST_OtherMod.N.Age/Sex/Result.20T.Positive,DSD,TCNNxKm4KZb,MER,20-24,Female,,HYtbCWnAdG9
HTS,HTS_TST_OtherMod.N.Age/Sex/Result.20T.Positive,DSD,TCNNxKm4KZb,MER,20-24,Male,,eSoHGswqAsd
HTS,HTS_TST_OtherMod.N.Age/Sex/Result.20T.Positive,DSD,TCNNxKm4KZb,MER,25-29,Female,,BoN2WhPnYl1
HTS,HTS_TST_OtherMod.N.Age/Sex/Result.20T.Positive,DSD,TCNNxKm4KZb,MER,25-29,Male,,FmEMWg0TP1j
HTS,HTS_TST_OtherMod.N.Age/Sex/Result.20T.Positive,DSD,TCNNxKm4KZb,MER,30-34,Female,,zrFplyGIhtL
HTS,HTS_TST_OtherMod.N.Age/Sex/Result.20T.Positive,DSD,TCNNxKm4KZb,MER,30-34,Male,,tDVcPbjxTPK
HTS,HTS_TST_OtherMod.N.Age/Sex/Result.20T.Positive,DSD,TCNNxKm4KZb,MER,35-39,Female,,z6KOjZfpQcx
HTS,HTS_TST_OtherMod.N.Age/Sex/Result.20T.Positive,DSD,TCNNxKm4KZb,MER,35-39,Male,,NlZJe4oDEFK
HTS,HTS_TST_OtherMod.N.Age/Sex/Result.20T.Positive,DSD,TCNNxKm4KZb,MER,40-44,Female,,Q27GSYLDkGk
HTS,HTS_TST_OtherMod.N.Age/Sex/Result.20T.Positive,DSD,TCNNxKm4KZb,MER,40-44,Male,,KY39qXVMOj1
HTS,HTS_TST_OtherMod.N.Age/Sex/Result.20T.Positive,DSD,TCNNxKm4KZb,MER,45-49,Female,,MMyMkF05moq
HTS,HTS_TST_OtherMod.N.Age/Sex/Result.20T.Positive,DSD,TCNNxKm4KZb,MER,45-49,Male,,NGYepD2stMO
HTS,HTS_TST_OtherMod.N.Age/Sex/Result.20T.Positive,DSD,TCNNxKm4KZb,MER,50+,Female,,yPnEtFpqtt5
HTS,HTS_TST_OtherMod.N.Age/Sex/Result.20T.Positive,DSD,TCNNxKm4KZb,MER,50+,Male,,Z2jmPAIHrel
HTS,HTS_TST_OtherPITC.N.Age/Sex/Result.20T.Negative,DSD,gwHmP4hr3DP,MER,01-04,Female,,prSfkXlKE2r
HTS,HTS_TST_OtherPITC.N.Age/Sex/Result.20T.Negative,DSD,gwHmP4hr3DP,MER,01-04,Male,,yDfHPRaDxwe
HTS,HTS_TST_OtherPITC.N.Age/Sex/Result.20T.Negative,DSD,gwHmP4hr3DP,MER,05-09,Female,,PFWJho4V0Bq
HTS,HTS_TST_OtherPITC.N.Age/Sex/Result.20T.Negative,DSD,gwHmP4hr3DP,MER,05-09,Male,,X8pGUJitiVE
HTS,HTS_TST_OtherPITC.N.Age/Sex/Result.20T.Negative,DSD,gwHmP4hr3DP,MER,10-14,Female,,frIsAnU6KOZ
HTS,HTS_TST_OtherPITC.N.Age/Sex/Result.20T.Negative,DSD,gwHmP4hr3DP,MER,10-14,Male,,RnKGfzcpePu
HTS,HTS_TST_OtherPITC.N.Age/Sex/Result.20T.Negative,DSD,gwHmP4hr3DP,MER,15-19,Female,,ltwvGENFQ0F
HTS,HTS_TST_OtherPITC.N.Age/Sex/Result.20T.Negative,DSD,gwHmP4hr3DP,MER,15-19,Male,,QZCuRi4MOLN
HTS,HTS_TST_OtherPITC.N.Age/Sex/Result.20T.Negative,DSD,gwHmP4hr3DP,MER,20-24,Female,,hyVPPHNEwLB
HTS,HTS_TST_OtherPITC.N.Age/Sex/Result.20T.Negative,DSD,gwHmP4hr3DP,MER,20-24,Male,,az6WUd9cNW8
HTS,HTS_TST_OtherPITC.N.Age/Sex/Result.20T.Negative,DSD,gwHmP4hr3DP,MER,25-29,Female,,TU97qv4vJ5O
HTS,HTS_TST_OtherPITC.N.Age/Sex/Result.20T.Negative,DSD,gwHmP4hr3DP,MER,25-29,Male,,c4FaWCHZi2O
HTS,HTS_TST_OtherPITC.N.Age/Sex/Result.20T.Negative,DSD,gwHmP4hr3DP,MER,30-34,Female,,ydvrOz9X2My
HTS,HTS_TST_OtherPITC.N.Age/Sex/Result.20T.Negative,DSD,gwHmP4hr3DP,MER,30-34,Male,,ldWyKRgvIyU
HTS,HTS_TST_OtherPITC.N.Age/Sex/Result.20T.Negative,DSD,gwHmP4hr3DP,MER,35-39,Female,,NHtO8EwLQ9l
HTS,HTS_TST_OtherPITC.N.Age/Sex/Result.20T.Negative,DSD,gwHmP4hr3DP,MER,35-39,Male,,UQaQKObbrwj
HTS,HTS_TST_OtherPITC.N.Age/Sex/Result.20T.Negative,DSD,gwHmP4hr3DP,MER,40-44,Female,,NFKXwU6Oeta
